Content,Sample Name,Sample,Dilution,Dest Well,Transferred,Destination Plate Barcode
NEG2_25,NEG1,0,25,A9,TRUE,N_3_1
Sample55_25,S2017_035,1,25,B9,TRUE,N_3_1
Sample55_100,S2017_035,1,100,C9,TRUE,N_3_1
Sample56_25,S2017_036,1,25,D9,TRUE,N_3_1
Sample56_100,S2017_036,1,100,E9,TRUE,N_3_1
POS1_100,POS1,0,100,F9,TRUE,N_3_1
Sample57_25,S2017_037,1,25,G9,TRUE,N_3_1
Sample57_100,S2017_037,1,100,H9,TRUE,N_3_1
Sample58_25,S2017_038,1,25,I9,TRUE,N_3_1
Sample58_100,S2017_038,1,100,J9,TRUE,N_3_1
Sample59_25,S2017_039,1,25,K9,TRUE,N_3_1
Sample59_100,S2017_039,1,100,L9,TRUE,N_3_1
Sample60_25,S2017_040,1,25,M9,TRUE,N_3_1
Sample60_100,S2017_040,1,100,N9,TRUE,N_3_1
Sample61_25,S2017_041,1,25,O9,TRUE,N_3_1
Sample61_100,S2017_041,1,100,P9,TRUE,N_3_1
NEG2_100,NEG1,0,100,A10,TRUE,N_3_1
Sample62_25,S2017_042,1,25,B10,TRUE,N_3_1
Sample62_100,S2017_042,1,100,C10,TRUE,N_3_1
Sample63_25,S2017_043,1,25,D10,TRUE,N_3_1
Sample63_100,S2017_043,1,100,E10,TRUE,N_3_1
Sample64_25,S2017_044,1,25,F10,TRUE,N_3_1
Sample64_100,S2017_044,1,100,G10,TRUE,N_3_1
anti-HIS/HA antibody,CTRL2,0,1,H10,TRUE,N_3_1
Sample65_25,S2017_045,1,25,I10,TRUE,N_3_1
Sample65_100,S2017_045,1,100,J10,TRUE,N_3_1
Sample66_25,S2017_046,1,25,K10,TRUE,N_3_1
Sample66_100,S2017_046,1,100,L10,TRUE,N_3_1
Sample67_25,S2017_047,1,25,M10,TRUE,N_3_1
Sample67_100,S2017_047,1,100,N10,TRUE,N_3_1
Sample68_25,S2017_048,1,25,O10,TRUE,N_3_1
Sample68_100,S2017_048,1,100,P10,TRUE,N_3_1
Sample69_25,S2017_049,1,25,A11,TRUE,N_3_1
Sample69_100,S2017_049,1,100,B11,TRUE,N_3_1
Sample70_25,S2017_050,1,25,C11,TRUE,N_3_1
Sample70_100,S2017_050,1,100,D11,TRUE,N_3_1
Sample71_25,S2017_051,1,25,E11,TRUE,N_3_1
Sample71_100,S2017_051,1,100,F11,TRUE,N_3_1
Sample72_25,S2017_052,1,25,G11,TRUE,N_3_1
Sample72_100,S2017_052,1,100,H11,TRUE,N_3_1
Sample73_25,S2017_053,1,25,I11,TRUE,N_3_1
Sample73_100,S2017_053,1,100,J11,TRUE,N_3_1
Sample74_25,S2017_054,1,25,K11,TRUE,N_3_1
NEG1_25,NEG1,0,25,L11,TRUE,N_3_1
Sample74_100,S2017_054,1,100,M11,TRUE,N_3_1
Sample75_25,S2017_055,1,25,N11,TRUE,N_3_1
Sample75_100,S2017_055,1,100,O11,TRUE,N_3_1
Sample76_25,S2017_056,1,25,P11,TRUE,N_3_1
Sample76_100,S2017_056,1,100,A12,TRUE,N_3_1
Sample77_25,S2017_057,1,25,B12,TRUE,N_3_1
Sample77_100,S2017_057,1,100,C12,TRUE,N_3_1
Sample78_25,S2017_058,1,25,D12,TRUE,N_3_1
Sample78_100,S2017_058,1,100,E12,TRUE,N_3_1
Sample79_25,S2017_059,1,25,F12,TRUE,N_3_1
Sample79_100,S2017_059,1,100,G12,TRUE,N_3_1
Sample80_25,S2017_060,1,25,H12,TRUE,N_3_1
Sample80_100,S2017_060,1,100,I12,TRUE,N_3_1
Sample81_25,S2017_061,1,25,J12,TRUE,N_3_1
Sample81_100,S2017_061,1,100,K12,TRUE,N_3_1
NEG1_100,NEG1,0,100,L12,TRUE,N_3_1
Sample82_25,S2017_062,1,25,M12,TRUE,N_3_1
Sample82_100,S2017_062,1,100,N12,TRUE,N_3_1
Sample83_25,S2017_063,1,25,O12,TRUE,N_3_1
Sample83_100,S2017_063,1,100,P12,TRUE,N_3_1
Secondaries only,NEG3,0,1,A13,TRUE,N_3_1
Sample84_25,S2017_064,1,25,B13,TRUE,N_3_1
Sample84_100,S2017_064,1,100,C13,TRUE,N_3_1
Sample85_25,S2017_065,1,25,D13,TRUE,N_3_1
Sample85_100,S2017_065,1,100,E13,TRUE,N_3_1
Sample86_25,S2017_066,1,25,F13,TRUE,N_3_1
Sample86_100,S2017_066,1,100,G13,TRUE,N_3_1
Sample87_25,S2017_067,1,25,H13,TRUE,N_3_1
Sample87_100,S2017_067,1,100,I13,TRUE,N_3_1
Sample88_25,S2017_068,1,25,J13,TRUE,N_3_1
Sample88_100,S2017_068,1,100,K13,TRUE,N_3_1
Sample89_25,S2017_069,1,25,L13,TRUE,N_3_1
Sample89_100,S2017_069,1,100,M13,TRUE,N_3_1
Sample90_25,S2017_070,1,25,N13,TRUE,N_3_1
Sample90_100,S2017_070,1,100,O13,TRUE,N_3_1
Cells only,NEG2,0,1,P13,TRUE,N_3_1
Sample91_25,S2017_071,1,25,A14,TRUE,N_3_1
Sample91_100,S2017_071,1,100,B14,TRUE,N_3_1
Sample92_25,S2017_072,1,25,C14,TRUE,N_3_1
Sample92_100,S2017_072,1,100,D14,TRUE,N_3_1
rabbit Anti-RBD and Anti-NP serum,CTRL1,0,1,E14,TRUE,N_3_1
Sample93_25,S2017_073,1,25,F14,TRUE,N_3_1
Sample93_100,S2017_073,1,100,G14,TRUE,N_3_1
Sample94_25,S2017_074,1,25,H14,TRUE,N_3_1
Sample94_100,S2017_074,1,100,I14,TRUE,N_3_1
POS1_25,POS1,0,25,J14,TRUE,N_3_1
Sample95_25,S2017_075,1,25,K14,TRUE,N_3_1
Sample95_100,S2017_075,1,100,L14,TRUE,N_3_1
Sample96_25,S2017_076,1,25,M14,TRUE,N_3_1
Sample96_100,S2017_076,1,100,N14,TRUE,N_3_1
Sample97_25,S2017_077,1,25,O14,TRUE,N_3_1
Sample97_100,S2017_077,1,100,P14,TRUE,N_3_1
Sample98_25,S2017_078,1,25,A15,TRUE,N_3_1
NEG1_25,NEG1,0,25,B15,TRUE,N_3_1
Sample98_100,S2017_078,1,100,C15,TRUE,N_3_1
Sample99_25,S2017_079,1,25,D15,TRUE,N_3_1
Sample99_100,S2017_079,1,100,E15,TRUE,N_3_1
Sample100_25,S2017_080,1,25,F15,TRUE,N_3_1
Sample100_100,S2017_080,1,100,G15,TRUE,N_3_1
Sample101_25,S2017_081,1,25,H15,TRUE,N_3_1
Sample101_100,S2017_081,1,100,I15,TRUE,N_3_1
POS1_100,POS1,0,100,J15,TRUE,N_3_1
Sample102_25,S2017_082,1,25,K15,TRUE,N_3_1
Sample102_100,S2017_082,1,100,L15,TRUE,N_3_1
Sample103_25,S2017_083,1,25,M15,TRUE,N_3_1
Sample103_100,S2017_083,1,100,N15,TRUE,N_3_1
NEG2_25,NEG1,0,25,O15,TRUE,N_3_1
Sample104_25,S2017_084,1,25,P15,TRUE,N_3_1
Sample104_100,S2017_084,1,100,A16,TRUE,N_3_1
NEG1_100,NEG1,0,100,B16,TRUE,N_3_1
Sample105_25,S2017_085,1,25,C16,TRUE,N_3_1
Sample105_100,S2017_085,1,100,D16,TRUE,N_3_1
Sample106_25,S2017_086,1,25,E16,TRUE,N_3_1
Sample106_100,S2017_086,1,100,F16,TRUE,N_3_1
Sample107_25,S2017_087,1,25,G16,TRUE,N_3_1
Sample107_100,S2017_087,1,100,H16,TRUE,N_3_1
rabbit Anti-RBD and Anti-NP serum,CTRL1,0,1,I16,TRUE,N_3_1
Sample108_25,S2017_088,1,25,J16,TRUE,N_3_1
Sample108_100,S2017_088,1,100,K16,TRUE,N_3_1
Sample109_25,S2017_089,1,25,L16,TRUE,N_3_1
Sample109_100,S2017_089,1,100,M16,TRUE,N_3_1
Sample110_25,S2017_090,1,25,N16,TRUE,N_3_1
NEG2_100,NEG1,0,100,O16,TRUE,N_3_1
Sample110_100,S2017_090,1,100,P16,TRUE,N_3_1
Sample111_25,S2017_091,1,25,A17,TRUE,N_3_1
Sample111_100,S2017_091,1,100,B17,TRUE,N_3_1
POS2_25,POS2,0,25,C17,TRUE,N_3_1
Sample112_25,S2017_092,1,25,D17,TRUE,N_3_1
Sample112_100,S2017_092,1,100,E17,TRUE,N_3_1
Sample113_25,S2017_093,1,25,F17,TRUE,N_3_1
Sample113_100,S2017_093,1,100,G17,TRUE,N_3_1
Sample114_25,S2017_094,1,25,H17,TRUE,N_3_1
Sample114_100,S2017_094,1,100,I17,TRUE,N_3_1
Sample115_25,S2017_095,1,25,J17,TRUE,N_3_1
Sample115_100,S2017_095,1,100,K17,TRUE,N_3_1
Sample116_25,S2017_096,1,25,L17,TRUE,N_3_1
Sample116_100,S2017_096,1,100,M17,TRUE,N_3_1
Sample117_25,S2017_097,1,25,N17,TRUE,N_3_1
Sample117_100,S2017_097,1,100,O17,TRUE,N_3_1
Sample118_25,S2017_098,1,25,P17,TRUE,N_3_1
anti-HIS/HA antibody,CTRL2,0,1,A18,TRUE,N_3_1
Sample118_100,S2017_098,1,100,B18,TRUE,N_3_1
POS2_100,POS2,0,100,C18,TRUE,N_3_1
Sample119_25,S2017_099,1,25,D18,TRUE,N_3_1
Sample119_100,S2017_099,1,100,E18,TRUE,N_3_1
Sample120_25,S2017_100,1,25,F18,TRUE,N_3_1
Sample120_100,S2017_100,1,100,G18,TRUE,N_3_1
Sample121_25,S2017_101,1,25,H18,TRUE,N_3_1
Sample121_100,S2017_101,1,100,I18,TRUE,N_3_1
Sample122_25,S2017_102,1,25,J18,TRUE,N_3_1
Sample122_100,S2017_102,1,100,K18,TRUE,N_3_1
Sample123_25,S2017_103,1,25,L18,TRUE,N_3_1
Sample123_100,S2017_103,1,100,M18,TRUE,N_3_1
Sample124_25,S2017_104,1,25,N18,TRUE,N_3_1
Sample124_100,S2017_104,1,100,O18,TRUE,N_3_1
Sample125_25,S2017_105,1,25,P18,TRUE,N_3_1
Sample125_100,S2017_105,1,100,A19,TRUE,N_3_1
Sample126_25,S2017_106,1,25,B19,TRUE,N_3_1
Sample126_100,S2017_106,1,100,C19,TRUE,N_3_1
Sample127_25,S2017_107,1,25,D19,TRUE,N_3_1
Sample127_100,S2017_107,1,100,E19,TRUE,N_3_1
Sample128_25,S2017_108,1,25,F19,TRUE,N_3_1
Sample128_100,S2017_108,1,100,G19,TRUE,N_3_1
Sample129_25,S2017_109,1,25,H19,TRUE,N_3_1
Sample129_100,S2017_109,1,100,I19,TRUE,N_3_1
Sample130_25,S2017_110,1,25,J19,TRUE,N_3_1
Sample130_100,S2017_110,1,100,K19,TRUE,N_3_1
Sample131_25,S2017_111,1,25,L19,TRUE,N_3_1
Sample131_100,S2017_111,1,100,M19,TRUE,N_3_1
Sample132_25,S2017_112,1,25,N19,TRUE,N_3_1
Sample132_100,S2017_112,1,100,O19,TRUE,N_3_1
Cells only,NEG2,0,1,P19,TRUE,N_3_1
Sample133_25,S2017_113,1,25,A20,TRUE,N_3_1
Sample133_100,S2017_113,1,100,B20,TRUE,N_3_1
Sample134_25,S2017_114,1,25,C20,TRUE,N_3_1
Sample134_100,S2017_114,1,100,D20,TRUE,N_3_1
Sample135_25,S2017_115,1,25,E20,TRUE,N_3_1
Sample135_100,S2017_115,1,100,F20,TRUE,N_3_1
NEG3_25,NEG1,0,25,G20,TRUE,N_3_1
Sample136_25,S2017_116,1,25,H20,TRUE,N_3_1
Sample136_100,S2017_116,1,100,I20,TRUE,N_3_1
Sample137_25,S2017_117,1,25,J20,TRUE,N_3_1
Sample137_100,S2017_117,1,100,K20,TRUE,N_3_1
Sample138_25,S2017_118,1,25,L20,TRUE,N_3_1
Sample138_100,S2017_118,1,100,M20,TRUE,N_3_1
Sample139_25,S2017_119,1,25,N20,TRUE,N_3_1
Sample139_100,S2017_119,1,100,O20,TRUE,N_3_1
Sample140_25,S2017_120,1,25,P20,TRUE,N_3_1
Sample140_100,S2017_120,1,100,A21,TRUE,N_3_1
Cells only,NEG2,0,1,B21,TRUE,N_3_1
Sample141_25,S2017_121,1,25,C21,TRUE,N_3_1
Sample141_100,S2017_121,1,100,D21,TRUE,N_3_1
Sample142_25,S2017_122,1,25,E21,TRUE,N_3_1
Sample142_100,S2017_122,1,100,F21,TRUE,N_3_1
NEG3_100,NEG1,0,100,G21,TRUE,N_3_1
Sample143_25,S2017_123,1,25,H21,TRUE,N_3_1
Sample143_100,S2017_123,1,100,I21,TRUE,N_3_1
Sample144_25,S2017_124,1,25,J21,TRUE,N_3_1
Sample144_100,S2017_124,1,100,K21,TRUE,N_3_1
Sample145_25,S2017_125,1,25,L21,TRUE,N_3_1
Sample145_100,S2017_125,1,100,M21,TRUE,N_3_1
Sample146_25,S2017_126,1,25,N21,TRUE,N_3_1
Sample146_100,S2017_126,1,100,O21,TRUE,N_3_1
Sample147_25,S2017_127,1,25,P21,TRUE,N_3_1
Sample147_100,S2017_127,1,100,A22,TRUE,N_3_1
Sample148_25,S2017_128,1,25,B22,TRUE,N_3_1
Sample148_100,S2017_128,1,100,C22,TRUE,N_3_1
Sample149_25,S2017_129,1,25,D22,TRUE,N_3_1
Sample149_100,S2017_129,1,100,E22,TRUE,N_3_1
Sample150_25,S2017_130,1,25,F22,TRUE,N_3_1
Sample150_100,S2017_130,1,100,G22,TRUE,N_3_1
Sample151_25,S2017_131,1,25,H22,TRUE,N_3_1
Sample151_100,S2017_131,1,100,I22,TRUE,N_3_1
Sample152_25,S2017_132,1,25,J22,TRUE,N_3_1
Sample152_100,S2017_132,1,100,K22,TRUE,N_3_1
NEG1_25,NEG1,0,25,L22,TRUE,N_3_1
Sample153_25,S2017_133,1,25,M22,TRUE,N_3_1
Sample153_100,S2017_133,1,100,N22,TRUE,N_3_1
Sample154_25,S2017_134,1,25,O22,TRUE,N_3_1
Sample154_100,S2017_134,1,100,P22,TRUE,N_3_1
Sample155_25,S2017_135,1,25,A23,TRUE,N_3_1
Sample155_100,S2017_135,1,100,B23,TRUE,N_3_1
Sample156_25,S2017_136,1,25,C23,TRUE,N_3_1
Sample156_100,S2017_136,1,100,D23,TRUE,N_3_1
POS1_25,POS1,0,25,E23,TRUE,N_3_1
Sample157_25,S2017_137,1,25,F23,TRUE,N_3_1
Sample157_100,S2017_137,1,100,G23,TRUE,N_3_1
Sample158_25,S2017_138,1,25,H23,TRUE,N_3_1
Sample158_100,S2017_138,1,100,I23,TRUE,N_3_1
Sample159_25,S2017_139,1,25,J23,TRUE,N_3_1
Sample159_100,S2017_139,1,100,K23,TRUE,N_3_1
NEG1_100,NEG1,0,100,L23,TRUE,N_3_1
Sample160_25,S2017_140,1,25,M23,TRUE,N_3_1
Sample160_100,S2017_140,1,100,N23,TRUE,N_3_1
Sample161_25,S2017_141,1,25,O23,TRUE,N_3_1
Sample161_100,S2017_141,1,100,P23,TRUE,N_3_1
EMPTY,EMPTY,0,0,A24,TRUE,N_3_1
Secondaries only,NEG3,0,1,B24,TRUE,N_3_1
Sample162_25,S2017_142,1,25,C24,TRUE,N_3_1
Sample162_100,S2017_142,1,100,D24,TRUE,N_3_1
POS1_100,POS1,0,100,E24,TRUE,N_3_1
Sample163_25,S2017_143,1,25,F24,TRUE,N_3_1
Sample163_100,S2017_143,1,100,G24,TRUE,N_3_1
Sample164_25,S2017_144,1,25,H24,TRUE,N_3_1
Sample164_100,S2017_144,1,100,I24,TRUE,N_3_1
anti-HIS/HA antibody,CTRL2,0,1,J24,TRUE,N_3_1
anti-HIS/HA antibody,CTRL2,0,1,K24,TRUE,N_3_1
Cells only,NEG2,0,1,L24,TRUE,N_3_1
Cells only,NEG2,0,1,M24,TRUE,N_3_1
rabbit Anti-RBD and Anti-NP serum,CTRL1,0,1,N24,TRUE,N_3_1
rabbit Anti-RBD and Anti-NP serum,CTRL1,0,1,O24,TRUE,N_3_1
BLANK,EMPTY,0,0,P24,TRUE,N_3_1
EMPTY,EMPTY,0,0,A1,TRUE,M_3_1
Sample1_25,S2020_003,1,25,B1,TRUE,M_3_1
Sample1_100,S2020_003,1,100,C1,TRUE,M_3_1
Sample2_25,S2020_004,1,25,D1,TRUE,M_3_1
Sample2_100,S2020_004,1,100,E1,TRUE,M_3_1
Sample3_25,S2020_005,1,25,F1,TRUE,M_3_1
Sample3_100,S2020_005,1,100,G1,TRUE,M_3_1
Sample4_25,S2020_006,1,25,H1,TRUE,M_3_1
Sample4_100,S2020_006,1,100,I1,TRUE,M_3_1
Secondaries only,NEG3,0,1,J1,TRUE,M_3_1
Sample5_25,S2020_007,1,25,K1,TRUE,M_3_1
Sample5_100,S2020_007,1,100,L1,TRUE,M_3_1
Sample6_25,S2020_008,1,25,M1,TRUE,M_3_1
Sample6_100,S2020_008,1,100,N1,TRUE,M_3_1
NEG3_25,NEG1,0,25,O1,TRUE,M_3_1
EMPTY,EMPTY,0,0,P1,TRUE,M_3_1
POS1_25,POS1,0,25,A2,TRUE,M_3_1
Sample7_25,S2020_009,1,25,B2,TRUE,M_3_1
Sample7_100,S2020_009,1,100,C2,TRUE,M_3_1
Sample8_25,S2020_010,1,25,D2,TRUE,M_3_1
anti-HIS/HA antibody,CTRL2,0,1,E2,TRUE,M_3_1
Sample8_100,S2020_010,1,100,F2,TRUE,M_3_1
Sample9_25,S2020_011,1,25,G2,TRUE,M_3_1
Sample9_100,S2020_011,1,100,H2,TRUE,M_3_1
Sample10_25,S2020_012,1,25,I2,TRUE,M_3_1
Sample10_100,S2020_012,1,100,J2,TRUE,M_3_1
Sample11_25,S2020_013,1,25,K2,TRUE,M_3_1
Sample11_100,S2020_013,1,100,L2,TRUE,M_3_1
Sample12_25,S2020_014,1,25,M2,TRUE,M_3_1
Sample12_100,S2020_014,1,100,N2,TRUE,M_3_1
NEG3_100,NEG1,0,100,O2,TRUE,M_3_1
Sample13_25,S2020_015,1,25,P2,TRUE,M_3_1
POS1_100,POS1,0,100,A3,TRUE,M_3_1
Sample13_100,S2020_015,1,100,B3,TRUE,M_3_1
Sample14_25,S2020_016,1,25,C3,TRUE,M_3_1
Sample14_100,S2020_016,1,100,D3,TRUE,M_3_1
Sample15_25,S2020_017,1,25,E3,TRUE,M_3_1
Sample15_100,S2020_017,1,100,F3,TRUE,M_3_1
Sample16_25,S2020_018,1,25,G3,TRUE,M_3_1
NEG2_25,NEG1,0,25,H3,TRUE,M_3_1
Sample16_100,S2020_018,1,100,I3,TRUE,M_3_1
Sample17_25,S2020_019,1,25,J3,TRUE,M_3_1
Sample17_100,S2020_019,1,100,K3,TRUE,M_3_1
Sample18_25,S2020_020,1,25,L3,TRUE,M_3_1
Sample18_100,S2020_020,1,100,M3,TRUE,M_3_1
Sample19_25,S2020_021,1,25,N3,TRUE,M_3_1
Sample19_100,S2020_021,1,100,O3,TRUE,M_3_1
Sample20_25,S2020_022,1,25,P3,TRUE,M_3_1
Sample20_100,S2020_022,1,100,A4,TRUE,M_3_1
Sample21_25,S2017_001,1,25,B4,TRUE,M_3_1
Sample21_100,S2017_001,1,100,C4,TRUE,M_3_1
Sample22_25,S2017_002,1,25,D4,TRUE,M_3_1
Sample22_100,S2017_002,1,100,E4,TRUE,M_3_1
Sample23_25,S2017_003,1,25,F4,TRUE,M_3_1
Sample23_100,S2017_003,1,100,G4,TRUE,M_3_1
NEG2_100,NEG1,0,100,H4,TRUE,M_3_1
Sample24_25,S2017_004,1,25,I4,TRUE,M_3_1
Sample24_100,S2017_004,1,100,J4,TRUE,M_3_1
Sample25_25,S2017_005,1,25,K4,TRUE,M_3_1
Sample25_100,S2017_005,1,100,L4,TRUE,M_3_1
Sample26_25,S2017_006,1,25,M4,TRUE,M_3_1
Sample26_100,S2017_006,1,100,N4,TRUE,M_3_1
POS2_25,POS2,0,25,O4,TRUE,M_3_1
rabbit Anti-RBD and Anti-NP serum,CTRL1,0,1,P4,TRUE,M_3_1
Sample27_25,S2017_007,1,25,A5,TRUE,M_3_1
NEG1_25,NEG1,0,25,B5,TRUE,M_3_1
Sample27_100,S2017_007,1,100,C5,TRUE,M_3_1
Sample28_25,S2017_008,1,25,D5,TRUE,M_3_1
Sample28_100,S2017_008,1,100,E5,TRUE,M_3_1
Sample29_25,S2017_009,1,25,F5,TRUE,M_3_1
Sample29_100,S2017_009,1,100,G5,TRUE,M_3_1
Sample30_25,S2017_010,1,25,H5,TRUE,M_3_1
Sample30_100,S2017_010,1,100,I5,TRUE,M_3_1
Sample31_25,S2017_011,1,25,J5,TRUE,M_3_1
Sample31_100,S2017_011,1,100,K5,TRUE,M_3_1
Sample32_25,S2017_012,1,25,L5,TRUE,M_3_1
Sample32_100,S2017_012,1,100,M5,TRUE,M_3_1
Sample33_25,S2017_013,1,25,N5,TRUE,M_3_1
POS2_100,POS2,0,100,O5,TRUE,M_3_1
Sample33_100,S2017_013,1,100,P5,TRUE,M_3_1
Sample34_25,S2017_014,1,25,A6,TRUE,M_3_1
NEG1_100,NEG1,0,100,B6,TRUE,M_3_1
Sample34_100,S2017_014,1,100,C6,TRUE,M_3_1
Sample35_25,S2017_015,1,25,D6,TRUE,M_3_1
Sample35_100,S2017_015,1,100,E6,TRUE,M_3_1
Cells only,NEG2,0,1,F6,TRUE,M_3_1
Sample36_25,S2017_016,1,25,G6,TRUE,M_3_1
Sample36_100,S2017_016,1,100,H6,TRUE,M_3_1
Sample37_25,S2017_017,1,25,I6,TRUE,M_3_1
Sample37_100,S2017_017,1,100,J6,TRUE,M_3_1
Sample38_25,S2017_018,1,25,K6,TRUE,M_3_1
Sample38_100,S2017_018,1,100,L6,TRUE,M_3_1
Sample39_25,S2017_019,1,25,M6,TRUE,M_3_1
Sample39_100,S2017_019,1,100,N6,TRUE,M_3_1
Sample40_25,S2017_020,1,25,O6,TRUE,M_3_1
Sample40_100,S2017_020,1,100,P6,TRUE,M_3_1
Cells only,NEG2,0,1,A7,TRUE,M_3_1
Sample41_25,S2017_021,1,25,B7,TRUE,M_3_1
Sample41_100,S2017_021,1,100,C7,TRUE,M_3_1
Sample42_25,S2017_022,1,25,D7,TRUE,M_3_1
Sample42_100,S2017_022,1,100,E7,TRUE,M_3_1
Sample43_25,S2017_023,1,25,F7,TRUE,M_3_1
Sample43_100,S2017_023,1,100,G7,TRUE,M_3_1
Sample44_25,S2017_024,1,25,H7,TRUE,M_3_1
Sample44_100,S2017_024,1,100,I7,TRUE,M_3_1
NEG3_25,NEG1,0,25,J7,TRUE,M_3_1
Sample45_25,S2017_025,1,25,K7,TRUE,M_3_1
Sample45_100,S2017_025,1,100,L7,TRUE,M_3_1
Sample46_25,S2017_026,1,25,M7,TRUE,M_3_1
Sample46_100,S2017_026,1,100,N7,TRUE,M_3_1
Sample47_25,S2017_027,1,25,O7,TRUE,M_3_1
Sample47_100,S2017_027,1,100,P7,TRUE,M_3_1
Sample48_25,S2017_028,1,25,A8,TRUE,M_3_1
Sample48_100,S2017_028,1,100,B8,TRUE,M_3_1
Sample49_25,S2017_029,1,25,C8,TRUE,M_3_1
Sample49_100,S2017_029,1,100,D8,TRUE,M_3_1
Sample50_25,S2017_030,1,25,E8,TRUE,M_3_1
POS1_25,POS1,0,25,F8,TRUE,M_3_1
Sample50_100,S2017_030,1,100,G8,TRUE,M_3_1
Sample51_25,S2017_031,1,25,H8,TRUE,M_3_1
Sample51_100,S2017_031,1,100,I8,TRUE,M_3_1
NEG3_100,NEG1,0,100,J8,TRUE,M_3_1
Sample52_25,S2017_032,1,25,K8,TRUE,M_3_1
Sample52_100,S2017_032,1,100,L8,TRUE,M_3_1
Sample53_25,S2017_033,1,25,M8,TRUE,M_3_1
Sample53_100,S2017_033,1,100,N8,TRUE,M_3_1
Sample54_25,S2017_034,1,25,O8,TRUE,M_3_1
Sample54_100,S2017_034,1,100,P8,TRUE,M_3_1
NEG2_25,NEG1,0,25,A9,TRUE,M_3_1
Sample55_25,S2017_035,1,25,B9,TRUE,M_3_1
Sample55_100,S2017_035,1,100,C9,TRUE,M_3_1
Sample56_25,S2017_036,1,25,D9,TRUE,M_3_1
Sample56_100,S2017_036,1,100,E9,TRUE,M_3_1
POS1_100,POS1,0,100,F9,TRUE,M_3_1
Sample57_25,S2017_037,1,25,G9,TRUE,M_3_1
Sample57_100,S2017_037,1,100,H9,TRUE,M_3_1
Sample58_25,S2017_038,1,25,I9,TRUE,M_3_1
Sample58_100,S2017_038,1,100,J9,TRUE,M_3_1
Sample59_25,S2017_039,1,25,K9,TRUE,M_3_1
Sample59_100,S2017_039,1,100,L9,TRUE,M_3_1
Sample60_25,S2017_040,1,25,M9,TRUE,M_3_1
Sample60_100,S2017_040,1,100,N9,TRUE,M_3_1
Sample61_25,S2017_041,1,25,O9,TRUE,M_3_1
Sample61_100,S2017_041,1,100,P9,TRUE,M_3_1
NEG2_100,NEG1,0,100,A10,TRUE,M_3_1
Sample62_25,S2017_042,1,25,B10,TRUE,M_3_1
Sample62_100,S2017_042,1,100,C10,TRUE,M_3_1
Sample63_25,S2017_043,1,25,D10,TRUE,M_3_1
Sample63_100,S2017_043,1,100,E10,TRUE,M_3_1
Sample64_25,S2017_044,1,25,F10,TRUE,M_3_1
Sample64_100,S2017_044,1,100,G10,TRUE,M_3_1
anti-HIS/HA antibody,CTRL2,0,1,H10,TRUE,M_3_1
Sample65_25,S2017_045,1,25,I10,TRUE,M_3_1
Sample65_100,S2017_045,1,100,J10,TRUE,M_3_1
Sample66_25,S2017_046,1,25,K10,TRUE,M_3_1
Sample66_100,S2017_046,1,100,L10,TRUE,M_3_1
Sample67_25,S2017_047,1,25,M10,TRUE,M_3_1
Sample67_100,S2017_047,1,100,N10,TRUE,M_3_1
Sample68_25,S2017_048,1,25,O10,TRUE,M_3_1
Sample68_100,S2017_048,1,100,P10,TRUE,M_3_1
Sample69_25,S2017_049,1,25,A11,TRUE,M_3_1
Sample69_100,S2017_049,1,100,B11,TRUE,M_3_1
Sample70_25,S2017_050,1,25,C11,TRUE,M_3_1
Sample70_100,S2017_050,1,100,D11,TRUE,M_3_1
Sample71_25,S2017_051,1,25,E11,TRUE,M_3_1
Sample71_100,S2017_051,1,100,F11,TRUE,M_3_1
Sample72_25,S2017_052,1,25,G11,TRUE,M_3_1
Sample72_100,S2017_052,1,100,H11,TRUE,M_3_1
Sample73_25,S2017_053,1,25,I11,TRUE,M_3_1
Sample73_100,S2017_053,1,100,J11,TRUE,M_3_1
Sample74_25,S2017_054,1,25,K11,TRUE,M_3_1
NEG1_25,NEG1,0,25,L11,TRUE,M_3_1
Sample74_100,S2017_054,1,100,M11,TRUE,M_3_1
Sample75_25,S2017_055,1,25,N11,TRUE,M_3_1
Sample75_100,S2017_055,1,100,O11,TRUE,M_3_1
Sample76_25,S2017_056,1,25,P11,TRUE,M_3_1
Sample76_100,S2017_056,1,100,A12,TRUE,M_3_1
Sample77_25,S2017_057,1,25,B12,TRUE,M_3_1
Sample77_100,S2017_057,1,100,C12,TRUE,M_3_1
Sample78_25,S2017_058,1,25,D12,TRUE,M_3_1
Sample78_100,S2017_058,1,100,E12,TRUE,M_3_1
Sample79_25,S2017_059,1,25,F12,TRUE,M_3_1
Sample79_100,S2017_059,1,100,G12,TRUE,M_3_1
Sample80_25,S2017_060,1,25,H12,TRUE,M_3_1
Sample80_100,S2017_060,1,100,I12,TRUE,M_3_1
Sample81_25,S2017_061,1,25,J12,TRUE,M_3_1
Sample81_100,S2017_061,1,100,K12,TRUE,M_3_1
NEG1_100,NEG1,0,100,L12,TRUE,M_3_1
Sample82_25,S2017_062,1,25,M12,TRUE,M_3_1
Sample82_100,S2017_062,1,100,N12,TRUE,M_3_1
Sample83_25,S2017_063,1,25,O12,TRUE,M_3_1
Sample83_100,S2017_063,1,100,P12,TRUE,M_3_1
Secondaries only,NEG3,0,1,A13,TRUE,M_3_1
